Lnum	basehw	compound	resolution	in_sanhw1
11202	mAnin	Puruṣa-	puruzamAnin	True
11202	mAnin	Prājña-	prAjYamAnin	True
11202	mAnin	Śūra-	SUramAnin	True
11202	mAnin	Su-bhaga-	su-BagamAnin	False
11203	mAnuza	A-	amAnuza	True
11203	mAnuza	Ati-	atimAnuza	True
11203	mAnuza	Divya-	divyamAnuza	True
11208	mAndya	A-	amAndya	False
11216	mAya	A-	amAya	True
11216	mAya	Deva-	devamAya	True
11216	mAya	Bahu-	bahumAya	True
11216	mAya	Su-	sumAya	True
11223	mAyin	A-	amAyin	True
11223	mAyin	Durm˚	durm˚	False
11226	mAra	A-	amAra	True
11226	mAra	Dhundhu-	DunDumAra	True
11226	mAra	Paśu-	paSumAra	True
11226	mAra	Mahā-mārī	mahA-mArI	False
11226	mAra	Śiśu-	SiSumAra	True
11227	mAraka	Paśu-māra + ka	paSu-mAra + ka	False
11233	mArIca	Saha-	sahamArIca	True
11234	mAruta	Ati-	atimAruta	True
11234	mAruta	Paścānmāruta	paScAnmAruta	True
11234	mAruta	Puromāruta	puromAruta	True
11238	mArga	Ambara-cara-	ambara-caramArga	False
11238	mArga	Ardha-	arDamArga	True
11238	mArga	Āhāra-niḥsaraṇa-	AhAra-niHsaraRamArga	False
11238	mArga	Unm˚	unm˚	False
11238	mArga	Karma(n)-	karma(n)mArga	False
11238	mArga	Kula-	kulamArga	True
11238	mArga	Kṛta-	kftamArga	True
11238	mArga	Tri-	trimArga	True
11238	mArga	Deva-	devamArga	True
11238	mArga	Nakṣatra-	nakzatramArga	True
11238	mArga	Rāja(n)-	rAja(n)mArga	False
11247	mArjAra	Araṇya-	araRyamArjAra	True
11254	mArdava	Su-	sumArdava	True
11257	mAla	Akṣa-	akzamAla	True
11257	mAla	Ketu-	ketumAla	True
11257	mAla	Nakṣatra-	nakzatramAla	False
11257	mAla	Nara-	naramAla	False
11257	mAla	Vana-	vanamAla	True
11257	mAla	Vandana-	vandanamAla	False
11257	mAla	Varṇa-	varRamAla	False
11257	mAla	Haṃsa-	haMsamAla	False
11257	mAla	Hema-	hemamAla	False
11262	mAlika	Vandana-	vandanamAlika	False
11264	mAlin	Aṃśu-	aMSumAlin	True
11264	mAlin	Akṣa-	akzamAlin	True
11264	mAlin	Ūrmi-	UrmimAlin	True
11264	mAlin	Kapāla-	kapAlamAlin	True
11264	mAlin	Gaṇḍa-	gaRqamAlin	True
11264	mAlin	Jālaka-	jAlakamAlin	True
11264	mAlin	Nagara-	nagaramAlin	True
11264	mAlin	Padma-	padmamAlin	True
11264	mAlin	Pura-	puramAlin	False
11264	mAlin	Marīci-	marIcimAlin	True
11264	mAlin	Vana-	vanamAlin	True
11264	mAlin	Vīci-	vIcimAlin	True
11264	mAlin	Hema-	hemamAlin	True
11267	mAlya	Gandha-	ganDamAlya	True
11270	mAza	Mahā-	mahAmAza	True
11274	mAs	Puṣpa-	puzpamAs	True
11275	mAsa	Ardha-	arDamAsa	True
11275	mAsa	Garbha-	garBamAsa	True
11275	mAsa	Puṣpa-	puzpamAsa	True
11275	mAsa	Pūrṇa-	pUrRamAsa	True
11281	mAsika	Aṣṭamāsika	azwamAsika	True
11281	mAsika	Ṣaṇmāsika	zaRmAsika	True
11301	mittra	A-	amittra	False
11301	mittra	Ku-	kumittra	False
11301	mittra	Nis-a-	nis-amittra	False
11301	mittra	Dhana-	Danamittra	False
11301	mittra	Sa-	samittra	False
11301	mittra	Su-	sumittra	False
11308	miTuna	Go-	gomiTuna	True
11317	miSra	Ārya-	AryamiSra	True
11324	mih	Puru-	purumih	False
11341	mukuwa	Pratāpa-	pratApamukuwa	True
11347	muktA	Śaṅkha-	SaNKamuktA	True
11351	muKa	Aṅguli-	aNgulimuKa	True
11351	muKa	Aja-mukhī	aja-muKI	False
11351	muKa	Adhom˚	aDom˚	False
11351	muKa	Abhi-	aBimuKa	True
11351	muKa	Ayom˚	ayom˚	False
11351	muKa	Avāṅm˚	avANm˚	False
11351	muKa	Aśru-	aSrumuKa	True
11351	muKa	Aśva-	aSvamuKa	True
11351	muKa	Udaṅmukha	udaNmuKa	True
11351	muKa	Unm˚	unm˚	False
11351	muKa	Ūlkā-	UlkAmuKa	False
11351	muKa	Ūrdhva-	UrDvamuKa	True
11351	muKa	Ṛtu-	ftumuKa	True
11351	muKa	Eka-	ekamuKa	True
11351	muKa	Kaṅka-	kaNkamuKa	True
11351	muKa	Kathā-	kaTAmuKa	True
11351	muKa	Kālā	kAlA	True
11351	muKa	Kālikā-	kAlikAmuKa	True
11351	muKa	Kravya-	kravyamuKa	True
11351	muKa	Go-	gomuKa	True
11351	muKa	Catur-	caturmuKa	True
11351	muKa	Jaya-sthala-	jaya-sTalamuKa	False
11351	muKa	Jyotirmukha	jyotirmuKa	True
11351	muKa	Jvālā-	jvAlAmuKa	True
11351	muKa	Dakṣiṇā-	dakziRAmuKa	True
11351	muKa	Dakṣiṇā-abhi-	dakziRA-aBimuKa	False
11351	muKa	Dadhi-	daDimuKa	True
11351	muKa	Darī-	darImuKa	True
11351	muKa	Daśa(n)-	daSa(n)muKa	False
11351	muKa	Diṅm˚	diNm˚	False
11351	muKa	Durm˚	durm˚	False
11351	muKa	Dūta-	dUtamuKa	True
11351	muKa	Nandi-	nandimuKa	True
11351	muKa	Nāndī-	nAndImuKa	True
11351	muKa	Niśā-	niSAmuKa	True
11351	muKa	Payas-	payasmuKa	False
11351	muKa	Parāṅ-mukha	parAN-muKa	False
11351	muKa	Pari-vṛtta-ardha-	pari-vftta-arDamuKa	False
11351	muKa	Pūrva-paścānmukha	pUrva-paScAnmuKa	False
11351	muKa	Prāṅmukha	prANmuKa	True
11351	muKa	Phaṇi(n)-	PaRi(n)muKa	False
11351	muKa	Baḍavā-	baqavAmuKa	True
11351	muKa	Bali-	balimuKa	True
11351	muKa	Bhṛkuṭi-	BfkuwimuKa	False
11351	muKa	Sa-bhṛkuṭi-	sa-BfkuwimuKa	False
11351	muKa	Mahā-	mahAmuKa	True
11351	muKa	Mātṛ-	mAtfmuKa	True
11351	muKa	Mleccha-	mlecCamuKa	True
11351	muKa	Vi-	vimuKa	True
11351	muKa	Śāstra-vi-	SAstra-vimuKa	False
11351	muKa	Vināśonmukha	vinASonmuKa	True
11351	muKa	Śaṅkha-	SaNKamuKa	True
11351	muKa	Śata-	SatamuKa	True
11351	muKa	Śilī-	SilImuKa	True
11351	muKa	Ṣaṇm˚	zaRm˚	False
11351	muKa	Sa-kala-indu-	sa-kala-indumuKa	False
11351	muKa	Sam-	sammuKa	True
11351	muKa	Sarvatomukha	sarvatomuKa	True
11351	muKa	Su-	sumuKa	True
11351	muKa	Sūcī-	sUcImuKa	True
11351	muKa	Senā-	senAmuKa	True
11351	muKa	Stana-	stanamuKa	True
11351	muKa	Svasti-	svastimuKa	True
11355	muKara	Unmukhara-	unmuKaramuKara	False
11358	muKya	Dvi-ja-	dvi-jamuKya	False
11358	muKya	Vāra-mukhyā	vAra-muKyA	False
11363	muc	A-	amuc	True
11363	muc	Jīvanm˚	jIvanm˚	False
11381	muRqa	Daṇḍimuṇḍa	daRqimuRqa	True
11386	mud	Krīḍā-	krIqAmud	True
11390	mudgara	Kūṭa-	kUwamudgara	True
11391	mudrA	Aṅguli-	aNgulimudrA	True
11391	mudrA	Nāma(n)-	nAma(n)mudrA	False
11391	mudrA	Pāda-	pAdamudrA	True
11391	mudrA	Vi-mudra	vi-mudra	False
11391	mudrA	Sa-mudra	sa-mudra	False
11392	mudrikA	Aṅguli-	aNgulimudrikA	True
11395	muni	Mahā-	mahAmuni	True
11406	murC	Krodha-	kroDamurC	False
11410	muSala	Kaṅkāla-muṣala	kaNkAla-muzala	False
11410	muSala	Cakra-muṣala	cakra-muzala	False
11410	muSala	Danta-muṣala	danta-muzala	False
11427	musta	Sa-bhadra-musta	sa-Badra-musta	False
11428	mustaka	Bhadra-	Badramustaka	True
11431	muh	A-mūḍha	a-mUQa	False
11431	muh	Diṅmūḍha	diNmUQa	True
11431	muh	Mahā-mūḍha	mahA-mUQa	False
11431	muh	Ati-mugdha	ati-mugDa	False
11434	muhUrta	Durmuhūrta	durmuhUrta	True
11449	mUrta	A-	amUrta	True
11451	mUrti	Aṣṭa(n)-	azwa(n)mUrti	False
11451	mUrti	Tapas-	tapasmUrti	False
11451	mUrti	Tejas-	tejasmUrti	False
11451	mUrti	Tri-	trimUrti	True
11453	mUrtimant	Viśva-	viSvamUrtimant	True
11455	mUrDan	Raṇa-	raRamUrDan	True
11455	mUrDan	Tri-	trimUrDan	True
11461	mUla	Unmūla	unmUla	True
11461	mUla	Jyeṣṭhā-	jyezWAmUla	True
11461	mUla	Tapas-	tapasmUla	False
11461	mUla	Danta-	dantamUla	True
11461	mUla	Dhana-	DanamUla	True
11461	mUla	Dharma-	DarmamUla	True
11461	mUla	Nirmūla	nirmUla	True
11461	mUla	Pāda-	pAdamUla	True
11461	mUla	Baddha	badDa	True
11461	mUla	Vismaya-karṣa-	vismaya-karzamUla	False
11461	mUla	Sa-mūla + m	sa-mUla + m	False
11462	mUlaka	Mastaka-	mastakamUlaka	True
11466	mUlya	Bahu-	bahumUlya	True
11466	mUlya	Bahu-svarṇa-lakṣa-	bahu-svarRa-lakzamUlya	False
11474	mfga	Ikā-	ikAmfga	False
11474	mfga	Kṛṣṇa-	kfzRamfga	True
11474	mfga	Krīḍā-	krIqAmfga	True
11474	mfga	Gaura-	gOramfga	True
11474	mfga	Citra-	citramfga	True
11474	mfga	Tārā-	tArAmfga	True
11474	mfga	Mahā-	mahAmfga	True
11474	mfga	Mahī-	mahImfga	True
11474	mfga	Māyā-	mAyAmfga	True
11474	mfga	Śākhā-	SAKAmfga	True
11474	mfga	Śālā-	SAlAmfga	True
11474	mfga	Hemamṛga	hemamfga	True
11487	mfj	Su-mṛṣṭa	su-mfzwa	False
11503	mfttikA	Pāṇḍu-mṛttika	pARqu-mfttika	False
11503	mfttikA	Pūti-mṛttika	pUti-mfttika	False
11505	mftyu	Apa-	apamftyu	True
11505	mftyu	Pratyāsanna-	pratyAsannamftyu	True
11505	mftyu	Mahā-	mahAmftyu	True
11505	mftyu	Viṣa-	vizamftyu	True
11521	mfdvIkA	Pṛthu-	pfTumfdvIkA	True
11529	mfzA	A-	amfzA	True
11535	meKalA	Maṇi-mekhala	maRi-meKala	False
11537	meGa	Gṛha-	gfhameGa	True
11553	meDa	Aśva-, Turaga-, Turaṅgama-	aSva-, turaga-, turaNgamameDa	False
11553	meDa	Gṛha-	gfhameDa	True
11553	meDa	Dus-	dusmeDa	False
11553	meDa	Nara-	narameDa	True
11553	meDa	Pitṛ-	pitfmeDa	True
11555	meDAvin	Dus-	dusmeDAvin	False
11558	meDya	A-	ameDya	True
11564	meru	Su-	sumeru	True
11573	mEtra	Durmaitra	durmEtra	True
11583	mETunin	Divā-	divAmETunin	True
11594	mokzaRa	Prāṇa-	prARamokzaRa	True
11595	moGa	A-	amoGa	True
11607	mohana	Kūṭa-	kUwamohana	True
11610	mOktika	Gaja-	gajamOktika	True
11613	mOKya	Grāma-	grAmamOKya	True
11619	mOna	Cintā-	cintAmOna	False
11627	mOli	Ardha-indu-	arDa-indumOli	False
11627	mOli	Cakra-	cakramOli	True
11627	mOli	Niśākara-kalā-	niSAkara-kalAmOli	False
11654	mlE	A-	amlE	False
11660	yakzma	Rājayakṣman	rAjayakzman	True
11663	yaj	A-	ayaj	False
11667	yajana	Deva-	devayajana	True
11670	yajYa	A-	ayajYa	True
11670	yajYa	Ṛṣi-	fziyajYa	True
11670	yajYa	Graha-	grahayajYa	True
11670	yajYa	Japa-	japayajYa	True
11670	yajYa	Nāma(n)-	nAma(n)yajYa	False
11670	yajYa	Pañca(n)-	paYca(n)yajYa	False
11670	yajYa	Pāka-	pAkayajYa	True
11670	yajYa	Prastāva-	prastAvayajYa	True
11670	yajYa	Mahā-	mahAyajYa	True
11670	yajYa	Vidhi-	viDiyajYa	True
11676	yajvan	A-	ayajvan	True
11678	yat	An-	anyat	True
11678	yat	Para-	parayat	False
11685	yatna	A-	ayatna	True
11685	yatna	Sa-	sayatna	True
11686	yatnatas	A-	ayatnatas	True
11689	yaTA	Tad-	tadyaTA	True
11705	yantf	Deha-	dehayantf	False
11706	yantr	A-	ayantr	False
11706	yantr	Su-	suyantr	False
11707	yantra	Kodaṇḍa-	kodaRqayantra	False
11707	yantra	Kūṭa-	kUwayantra	True
11707	yantra	Gṛha-	gfhayantra	True
11707	yantra	Ghaṭikā-	GawikAyantra	True
11707	yantra	Jala-	jalayantra	True
11707	yantra	Tāla-	tAlayantra	True
11707	yantra	Taila-	tElayantra	True
11707	yantra	Toya-	toyayantra	True
11707	yantra	Dhārā-	DArAyantra	True
11707	yantra	Dhraja-	Drajayantra	False
11707	yantra	Nāḍī-	nAqIyantra	True
11707	yantra	Mahā-	mahAyantra	True
11707	yantra	Su-	suyantra	False
11707	yantra	Sūtra-	sUtrayantra	True
11707	yantra	Strī-	strIyantra	True
11707	yantra	Sva-māyā-	sva-mAyAyantra	False
11708	yantraka	Jala-	jalayantraka	True
11709	yantraRa	Niryantraṇa	niryantraRa	True
11709	yantraRa	Mukha-	muKayantraRa	True
11711	yam	Vāgyata	vAgyata	True
11712	yama	Kāla-anta + ka-	kAla-anta + kayama	False
11726	yava	Kāka-	kAkayava	True
11726	yava	Tri-	triyava	True
11730	yavana	Kāla-	kAlayavana	True
11739	yaSas	A-	ayaSas	True
11739	yaSas	Ati-	atiyaSas	True
11739	yaSas	Apa-	apayaSas	True
11739	yaSas	Pṛthu-	pfTuyaSas	True
11739	yaSas	Mahā-	mahAyaSas	True
11739	yaSas	Su-	suyaSas	True
11741	yaSasya	A-	ayaSasya	True
11743	yazwi	Ketu-	ketuyazwi	True
11743	yazwi	Gātra-	gAtrayazwi	True
11743	yazwi	Tulā-	tulAyazwi	True
11743	yazwi	Dhvaja-	Dvajayazwi	True
11743	yazwi	Bhāra-	BArayazwi	True
11743	yazwi	Vāsa-	vAsayazwi	True
11743	yazwi	Hāra-	hArayazwi	True
11748	yA	Krama-	kramayA	False
11750	yAc	A-	ayAc	False
11750	yAc	Ati-	atiyAc	False
11758	yAjaka	Grāma-	grAmayAjaka	True
11758	yAjaka	Nakṣatra-grāma-	nakzatra-grAmayAjaka	False
11761	yAjin	Ātma(n)-	Atma(n)yAjin	False
11761	yAjin	Grāma-	grAmayAjin	True
11761	yAjin	Soma-	somayAjin	True
11761	yAjin	Havis-	havisyAjin	False
11769	yAtrA	Tīrtha-	tIrTayAtrA	True
11769	yAtrA	Deva-	devayAtrA	True
11769	yAtrA	Deha-	dehayAtrA	True
11769	yAtrA	Prāṇa-	prARayAtrA	True
11769	yAtrA	Loka-	lokayAtrA	True
11770	yAtrika	Siddha-	sidDayAtrika	True
11773	yAdava	Niry˚	niry˚	False
11776	yAna	Ākāśa-	AkASayAna	True
11776	yAna	Uṣṭra-	uzwrayAna	True
11776	yAna	Khara-	KarayAna	True
11776	yAna	Go-	goyAna	True
11776	yAna	Jala-	jalayAna	True
11776	yAna	Deva-	devayAna	True
11776	yAna	Nara-	narayAna	True
11776	yAna	Nārī-	nArIyAna	True
11776	yAna	Nau-	nOyAna	True
11776	yAna	Pitṛ-	pitfyAna	True
11776	yAna	Pṛṣṭha-	pfzWayAna	True
11776	yAna	Śata-sahasra-	Sata-sahasrayAna	False
11776	yAna	Siṃha-	siMhayAna	False
11777	yApana	Kāla-	kAlayApana	True
11778	yAma	A-vinoda-dīrgha-	a-vinoda-dIrGayAma	False
11778	yAma	Tri-	triyAma	True
11778	yAma	Yāta-	yAtayAma	True
11792	yAvaka	Sa-	sayAvaka	True
11802	yu	A-	ayu	False
11802	yu	Go-	goyu	False
11802	yu	Su-	suyu	False
11805	yukti	Sva-	svayukti	True
11807	yuga	Ambara-	ambarayuga	True
11807	yuga	Kṛta-	kftayuga	True
11807	yuga	Go-	goyuga	True
11807	yuga	Catur-	caturyuga	True
11807	yuga	Tri-	triyuga	True
11807	yuga	Deva-	devayuga	True
11807	yuga	Pañca(n)-	paYca(n)yuga	False
11807	yuga	Mahā-	mahAyuga	True
11810	yugala	Kaṇṭha-niveśita-hasta-	kaRWa-niveSita-hastayugala	False
11810	yugala	Vastra-	vastrayugala	True
11812	yugma	A-	ayugma	True
11812	yugma	Vastra-	vastrayugma	True
11817	yuj	A-	ayuj	True
11817	yuj	Kṣema-yukta + m	kzema-yukta + m	False
11817	yuj	Tapas-	tapasyuj	False
11817	yuj	Vidhāna-	viDAnayuj	False
11823	yuD	A-	ayuD	False
11823	yuD	Kūṭa-	kUwayuD	False
11823	yuD	Dvandva-	dvandvayuD	False
11837	yuvan	Vāra-yuvati	vAra-yuvati	False
11837	yuvan	Sura-yuvati	sura-yuvati	False
11843	yUTa	Nīryātha	nIryATa	False
11853	yoga	A-	ayoga	True
11853	yoga	Ati-	atiyoga	True
11853	yoga	Artha-	arTayoga	False
11853	yoga	Kathā-	kaTAyoga	True
11853	yoga	Karma(n)-	karma(n)yoga	False
11853	yoga	Kāla-	kAlayoga	True
11853	yoga	Krama-	kramayoga	True
11853	yoga	Cūrṇa-	cUrRayoga	True
11853	yoga	Daṇḍa-	daRqayoga	True
11853	yoga	Duryoga	duryoga	True
11853	yoga	Daiva-	dEvayoga	True
11853	yoga	Dhyāna-	DyAnayoga	True
11853	yoga	Nakṣatra-	nakzatrayoga	True
11853	yoga	Nidrā-	nidrAyoga	True
11853	yoga	Pūrṇa-	pUrRayoga	True
11853	yoga	Bhakti-	Baktiyoga	True
11853	yoga	Yathā-yoga + m	yaTA-yoga + m	False
11853	yoga	Vāsa-	vAsayoga	True
11853	yoga	Vidhi-	viDiyoga	True
11853	yoga	Sāra-	sArayoga	True
11853	yoga	Stri-dharma-	stri-Darmayoga	False
11853	yoga	Sthāna-	sTAnayoga	True
11859	yogin	Kāla-	kAlayogin	True
11859	yogin	Ku-	kuyogin	True
11859	yogin	Nakṣatra-	nakzatrayogin	True
11860	yogya	Kṛta-	kftayogya	True
11862	yojana	Ā-yojana + m	A-yojana + m	False
11862	yojana	Vāṇa-	vARayojana	False
11862	yojana	Saptayojanī	saptayojanI	True
11866	yoDa	Vasanta-	vasantayoDa	True
11866	yoDa	Hata-sarva-	hata-sarvayoDa	False
11867	yoDin	Agra-	agrayoDin	True
11867	yoDin	Kūṭa-	kUwayoDin	True
11867	yoDin	Gaja-	gajayoDin	True
11867	yoDin	Dvandva-	dvandvayoDin	False
11868	yoni	A-	ayoni	True
11868	yoni	Antya-	antyayoni	True
11868	yoni	Ambhoja-	amBojayoni	True
11868	yoni	Eka-	ekayoni	True
11868	yoni	Kumbha-	kumBayoni	True
11868	yoni	Citta-	cittayoni	True
11868	yoni	Jagat-	jagatyoni	False
11868	yoni	Jīva-	jIvayoni	True
11868	yoni	Tiryagyoni	tiryagyoni	True
11868	yoni	Dury˚	dury˚	False
11868	yoni	Deva-	devayoni	True
11868	yoni	Padma-	padmayoni	True
11868	yoni	Pāpa-	pApayoni	True
11868	yoni	Purā-	purAyoni	True
11868	yoni	Vi-yonī	vi-yonI	False
11868	yoni	Vi-hīna-	vi-hInayoni	False
11868	yoni	Śaila-sutā-caraṇa-rāga-	SEla-sutA-caraRa-rAgayoni	False
11868	yoni	Saṃkalpa-	saMkalpayoni	True
11868	yoni	Sva-	svayoni	True
11871	yozA	Garbha-	garBayozA	True
11871	yozA	Deva-	devayozA	True
11872	yozit	Kula-	kulayozit	True
11872	yozit	Paṇya-	paRyayozit	True
11877	yOgapadya	A-	ayOgapadya	True
11883	yOvana	Sthira-	sTirayOvana	True
11889	raMhas	Ati-	atiraMhas	True
11889	raMhas	Vāta-	vAtaraMhas	True
11897	rakza	Kṣetra-	kzetrarakza	True
11897	rakza	Go-	gorakza	True
11897	rakza	Cakra-	cakrarakza	True
11897	rakza	Nagara-	nagararakza	False
11897	rakza	Pura-	purarakza	True
11897	rakza	Senā-	senArakza	True
11898	rakzaka	A-	arakzaka	True
11898	rakzaka	Aṅga-	aNgarakzaka	True
11898	rakzaka	Go-	gorakzaka	True
11898	rakzaka	Bkūmi-	bkUmirakzaka	False
11898	rakzaka	Śasya-	Sasyarakzaka	True
11903	rakzitf	A-	arakzitf	True
11904	rakzin	Nagara-, Nagarī-	nagara-, nagarIrakzin	False
11904	rakzin	Paśu-	paSurakzin	True
11912	raNka	Raṇa-	raRaraNka	True
11916	raNga	Keli-	keliraNga	True
11916	raNga	Pūrva-	pUrvaraNga	True
11916	raNga	Rāja(n)-	rAja(n)raNga	False
11916	raNga	Su-	suraNga	True
11921	racanA	Kūṭa-	kUwaracanA	True
11921	racanA	Keśa-	keSaracanA	True
11921	racanA	Pakṣa-	pakzaracanA	True
11921	racanA	Paṭa-	pawaracanA	False
11921	racanA	Vacana-	vacanaracanA	True
11921	racanA	Vihita-durga-racana	vihita-durga-racana	False
11921	racanA	Vyūha-	vyUharacanA	True
11922	raja	Nīraja	nIraja	True
11924	rajata	Mahā-	mahArajata	True
11925	rajana	Mahā-	mahArajana	True
11930	rajas	A-	arajas	True
11930	rajas	Nīrajas	nIrajas	True
11930	rajas	Parorajas	parorajas	True
11930	rajas	Vi-	virajas	True
11930	rajas	Sa-	sarajas	True
11935	rajju	Karkaṭaka-	karkawakarajju	False
11935	rajju	Kāṣṭha-	kAzWarajju	True
11935	rajju	Pāśa-	pASarajju	True
11938	raYj	Ā-	AraYj	False
11938	raYj	Jiva-	jivaraYj	False
11938	raYj	Su-	suraYj	False
11940	raYjana	Loka-	lokaraYjana	True
11940	raYjana	Strī-	strIraYjana	True
11944	raRa	Priya-	priyaraRa	True
11944	raRa	Mahā-	mahAraRa	True
11950	rati	Dharma-	Darmarati	True
11953	ratna	Sa-mauli-	sa-mOliratna	False
11958	raTa	Ati-	atiraTa	True
11958	raTa	Kīrti-	kIrtiraTa	True
11958	raTa	Krīḍā-	krIqAraTa	True
11958	raTa	Citra-	citraraTa	True
11958	raTa	Daśa(n)-	daSa(n)raTa	False
11958	raTa	Patra-	patraraTa	True
11958	raTa	Puṣpa-	puzparaTa	True
11958	raTa	Bhīma-	BImaraTa	True
11958	raTa	Manoratha	manoraTa	True
11958	raTa	Samāgama-manoratha	samAgama-manoraTa	False
11958	raTa	Marut-	marutraTa	False
11958	raTa	Mahā-	mahAraTa	True
11958	raTa	Viṣṇu-	vizRuraTa	True
11958	raTa	Sa-	saraTa	True
11958	raTa	Haṃsa-	haMsaraTa	True
11968	raTin	A-	araTin	True
11972	rada	Dri-	drirada	False
11972	rada	Vajra-	vajrarada	True
11979	ranDra	Karṇa-	karRaranDra	True
11979	ranDra	Nīrandhra	nIranDra	True
11982	raB	Su-	suraB	False
11984	raBasa	Ati-	atiraBasa	True
11984	raBasa	Ambhas-vindu-grahaṇa-	amBas-vindu-grahaRaraBasa	False
11984	raBasa	Sa-rabhasa + m	sa-raBasa + m	False
11985	ram	Deva-	devaram	True
11985	ram	Nirmāṇa-	nirmARaram	False
11985	ram	Su-	suram	True
11985	ram	Vara-su-	vara-suram	False
11986	rama	Manas-	manasrama	False
11988	ramaRa	Para-	pararamaRa	True
11995	ramBa	Go-rambha	go-ramBa	False
11997	raya	Āśu-	ASuraya	False
11997	raya	Śānta-	SAntaraya	True
12002	rava	Kala-	kalarava	True
12002	rava	Ghaṇṭā-	GaRwArava	True
12002	rava	Caṇḍa-	caRqarava	True
12002	rava	Nirara	nirara	False
12002	rava	Bhīma-vega-	BIma-vegarava	False
12002	rava	Madana-kāku-	madana-kAkurava	False
12002	rava	Vīṇa-	vIRarava	False
12002	rava	Śārṅga-	SArNgarava	True
12007	raSmi	Uṣṇa-	uzRaraSmi	True
12007	raSmi	Śita-	SitaraSmi	False
12007	raSmi	Syūma-	syUmaraSmi	True
12010	rasa	A-	arasa	True
12010	rasa	Anu-	anurasa	True
12010	rasa	Anna-	annarasa	True
12010	rasa	Amṛta-	amftarasa	True
12010	rasa	Ikṣu-	ikzurasa	True
12010	rasa	Eha-	eharasa	False
12010	rasa	Kanaka-	kanakarasa	True
12010	rasa	Kāma-	kAmarasa	True
12010	rasa	Kṣudra-	kzudrarasa	True
12010	rasa	Gandha-	ganDarasa	True
12010	rasa	Go-	gorasa	True
12010	rasa	Nīrasa	nIrasa	True
12010	rasa	Piṣṭa	pizwa	True
12010	rasa	Praṇipāta-	praRipAtarasa	True
12010	rasa	Yakṣa-	yakzarasa	True
12010	rasa	Yathā-rasa + m	yaTA-rasa + m	False
12010	rasa	Vi-	virasa	True
12010	rasa	Śṛṅgāra-eka-	SfNgAra-ekarasa	False
12010	rasa	Sa-	sarasa	True
12010	rasa	Siddha-	sidDarasa	True
12010	rasa	Su-	surasa	True
12010	rasa	Sva-	svarasa	True
12010	rasa	Svādu-	svAdurasa	True
12014	rasana	Nīrasana	nIrasana	True
12023	rah	A-	arah	False
12026	rahasya	Deva-	devarahasya	True
12026	rahasya	Sa-	sarahasya	True
12026	rahasya	Sa-prayoga-	sa-prayogarahasya	False
12028	rA	Kirti-	kirtirA	False
12030	rAkzasa	Jala-rākṣasī	jala-rAkzasI	False
12030	rAkzasa	Brahmarākṣasa	brahmarAkzasa	True
12030	rAkzasa	Mānuṣa-	mAnuzarAkzasa	True
12030	rAkzasa	Sadevāsura-	sadevAsurarAkzasa	True
12032	rAga	Aṅga-	aNgarAga	True
12032	rAga	Apa-	aparAga	True
12032	rAga	Kṛtrima-	kftrimarAga	False
12032	rAga	Padma-	padmarAga	True
12032	rAga	Puṣpa-	puzparAga	True
12032	rAga	Vi-	virAga	True
12032	rAga	Vīta-	vItarAga	True
12032	rAga	Sa-	sarAga	True
12032	rAga	Haridrā-	haridrArAga	True
12035	rAgin	Vi-	virAgin	True
12041	rAj	Araṇya-	araRyarAj	True
12041	rAj	Asura-	asurarAj	True
12041	rAj	Indu-	indurAj	True
12041	rAj	Eka-	ekarAj	True
12041	rAj	Kratu-	kraturAj	True
12041	rAj	Giri-	girirAj	True
12041	rAj	Tṛṇa-	tfRarAj	True
12041	rAj	Deva-	devarAj	True
12041	rAj	Dharma-	DarmarAj	True
12041	rAj	Nāga-	nAgarAj	True
12041	rAj	Mṛga-	mfgarAj	True
12041	rAj	Yakṣa-	yakzarAj	True
12041	rAj	Viśva-	viSvarAj	True
12041	rAj	Sva-	svarAj	True
12042	rAja	Amara-	amararAja	True
12042	rAja	Amara-śatru-	amara-SatrurAja	False
12042	rAja	Ādi-	AdirAja	True
12042	rAja	Ṛkṣa-	fkzarAja	True
12042	rAja	Tṛṇa-	tfRarAja	True
12042	rAja	Deva-	devarAja	True
12042	rAja	Dvija-	dvijarAja	True
12042	rAja	Dharma-	DarmarAja	True
12042	rAja	Nada-	nadarAja	True
12042	rAja	Nāga-	nAgarAja	True
12042	rAja	Pitṛ-	pitfrAja	True
12042	rAja	Bhujaga-	BujagarAja	True
12042	rAja	Bhṛṅga-	BfNgarAja	True
12042	rAja	Mahā-	mahArAja	True
12042	rAja	Mṛga-	mfgarAja	True
12042	rAja	Yakṣa-	yakzarAja	True
12042	rAja	Yuvarāja	yuvarAja	True
12042	rAja	Rājarāja	rAjarAja	True
12042	rAja	Vighna-	viGnarAja	True
12042	rAja	Vimāna-	vimAnarAja	True
12042	rAja	Śaila-	SElarAja	True
12042	rAja	Sindhu-	sinDurAja	True
12042	rAja	Sukha-	suKarAja	True
12042	rAja	Sura-	surarAja	True
12042	rAja	Saubha-	sOBarAja	True
12043	rAjaka	Mahā-	mahArAjaka	True
12043	rAjaka	Sa-	sarAjaka	True
12049	rAjan	A-	arAjan	True
12049	rAjan	Kāśi-	kASirAjan	True
12049	rAjan	Dharma-rājan	Darma-rAjan	False
12049	rAjan	Nāga-	nAgarAjan	True
12050	rAjanya	A-	arAjanya	True
