OrigL	AssignedL
12365.XYZ	12365.002
12369.XYZ	12369.002
12380.XYZ	12380.002
12385.XYZ	12385.002
12388.XYZ	12388.002
12393.XYZ	12393.002
12393.XYZ	12393.004
12400.XYZ	12400.002
12400.XYZ	12400.004
12400.XYZ	12400.006
12407.XYZ	12407.002
12407.XYZ	12407.004
12407.XYZ	12407.006
12407.XYZ	12407.008
12407.XYZ	12407.010
12407.XYZ	12407.012
12411.XYZ	12411.002
12411.XYZ	12411.004
12417.XYZ	12417.002
12424.XYZ	12424.002
12425.XYZ	12425.002
12425.XYZ	12425.004
12430.XYZ	12430.002
12430.XYZ	12430.004
12430.XYZ	12430.006
12430.XYZ	12430.008
12430.XYZ	12430.010
12430.XYZ	12430.012
12430.XYZ	12430.014
12433.XYZ	12433.002
12433.XYZ	12433.004
12433.XYZ	12433.006
12433.XYZ	12433.008
12434.XYZ	12434.002
12444.XYZ	12444.002
12445.XYZ	12445.002
12447.XYZ	12447.002
12451.XYZ	12451.002
12467.XYZ	12467.002
12470.XYZ	12470.002
12470.XYZ	12470.004
12482.XYZ	12482.002
12482.XYZ	12482.004
12482.XYZ	12482.006
12482.XYZ	12482.008
12482.XYZ	12482.010
12482.XYZ	12482.012
12482.XYZ	12482.014
12487.XYZ	12487.002
12487.XYZ	12487.004
12487.XYZ	12487.006
12490.XYZ	12490.002
12495.XYZ	12495.002
12495.XYZ	12495.004
12495.XYZ	12495.006
12495.XYZ	12495.008
12500.XYZ	12500.002
12500.XYZ	12500.004
12500.XYZ	12500.006
12500.XYZ	12500.008
12500.XYZ	12500.010
12500.XYZ	12500.012
12500.XYZ	12500.014
12500.XYZ	12500.016
12500.XYZ	12500.018
12500.XYZ	12500.020
12500.XYZ	12500.022
12500.XYZ	12500.024
12500.XYZ	12500.026
12500.XYZ	12500.028
12500.XYZ	12500.030
12500.XYZ	12500.032
12500.XYZ	12500.034
12507.XYZ	12507.002
12507.XYZ	12507.004
12507.XYZ	12507.006
12507.XYZ	12507.008
12507.XYZ	12507.010
12521.XYZ	12521.002
12521.XYZ	12521.004
12524.XYZ	12524.002
12526.XYZ	12526.002
12528.XYZ	12528.002
12528.XYZ	12528.004
12538.XYZ	12538.002
12538.XYZ	12538.004
12538.XYZ	12538.006
12538.XYZ	12538.008
12538.XYZ	12538.010
12538.XYZ	12538.012
12541.XYZ	12541.002
12543.XYZ	12543.002
12543.XYZ	12543.004
12548.XYZ	12548.002
12548.XYZ	12548.004
12550.XYZ	12550.002
12550.XYZ	12550.004
12550.XYZ	12550.006
12550.XYZ	12550.008
12555.XYZ	12555.002
12555.XYZ	12555.004
12555.XYZ	12555.006
12555.XYZ	12555.008
12555.XYZ	12555.010
12555.XYZ	12555.012
12555.XYZ	12555.014
12558.XYZ	12558.002
12558.XYZ	12558.004
12570.XYZ	12570.002
12570.XYZ	12570.004
12570.XYZ	12570.006
12570.XYZ	12570.008
12570.XYZ	12570.010
12571.XYZ	12571.002
12589.XYZ	12589.002
12589.XYZ	12589.004
12589.XYZ	12589.006
12589.XYZ	12589.008
12589.XYZ	12589.010
12592.XYZ	12592.002
12592.XYZ	12592.004
12592.XYZ	12592.006
12592.XYZ	12592.008
12592.XYZ	12592.010
12592.XYZ	12592.012
12596.XYZ	12596.002
12596.XYZ	12596.004
12596.XYZ	12596.006
12636.XYZ	12636.002
12647.XYZ	12647.002
12650.XYZ	12650.002
12650.XYZ	12650.004
12656.XYZ	12656.002
12656.XYZ	12656.004
12663.XYZ	12663.002
12663.XYZ	12663.004
12663.XYZ	12663.006
12663.XYZ	12663.008
12663.XYZ	12663.010
12668.XYZ	12668.002
12668.XYZ	12668.004
12668.XYZ	12668.006
12668.XYZ	12668.008
12668.XYZ	12668.010
12668.XYZ	12668.012
12673.XYZ	12673.002
12673.XYZ	12673.004
12674.XYZ	12674.002
12674.XYZ	12674.004
12674.XYZ	12674.006
12674.XYZ	12674.008
12674.XYZ	12674.010
12674.XYZ	12674.012
12674.XYZ	12674.014
12674.XYZ	12674.016
12691.XYZ	12691.002
12711.XYZ	12711.002
12719.XYZ	12719.002
12719.XYZ	12719.004
12719.XYZ	12719.006
12728.XYZ	12728.002
12728.XYZ	12728.004
12728.XYZ	12728.006
12728.XYZ	12728.008
12728.XYZ	12728.010
12728.XYZ	12728.012
12728.XYZ	12728.014
12728.XYZ	12728.016
12728.XYZ	12728.018
12728.XYZ	12728.020
12728.XYZ	12728.022
12740.XYZ	12740.002
12743.XYZ	12743.002
12760.XYZ	12760.002
12760.XYZ	12760.004
12760.XYZ	12760.006
12760.XYZ	12760.008
12760.XYZ	12760.010
12760.XYZ	12760.012
12760.XYZ	12760.014
12760.XYZ	12760.016
12767.XYZ	12767.002
12769.XYZ	12769.002
12769.XYZ	12769.004
12769.XYZ	12769.006
12772.XYZ	12772.002
12772.XYZ	12772.004
12772.XYZ	12772.006
12772.XYZ	12772.008
12772.XYZ	12772.010
12772.XYZ	12772.012
12772.XYZ	12772.014
12772.XYZ	12772.016
12772.XYZ	12772.018
12772.XYZ	12772.020
12772.XYZ	12772.022
12772.XYZ	12772.024
12772.XYZ	12772.026
12772.XYZ	12772.028
12772.XYZ	12772.030
12772.XYZ	12772.032
12773.XYZ	12773.002
12777.XYZ	12777.002
12783.XYZ	12783.002
12784.XYZ	12784.002
12784.XYZ	12784.004
12784.XYZ	12784.006
12784.XYZ	12784.008
12784.XYZ	12784.010
12784.XYZ	12784.012
12784.XYZ	12784.014
12784.XYZ	12784.016
12784.XYZ	12784.018
12784.XYZ	12784.020
12784.XYZ	12784.022
12784.XYZ	12784.024
12784.XYZ	12784.026
12788.XYZ	12788.002
12788.XYZ	12788.004
12788.XYZ	12788.006
12788.XYZ	12788.008
12793.XYZ	12793.002
12793.XYZ	12793.004
12793.XYZ	12793.006
12793.XYZ	12793.008
12793.XYZ	12793.010
12793.XYZ	12793.012
12793.XYZ	12793.014
12793.XYZ	12793.016
12793.XYZ	12793.018
12798.XYZ	12798.002
12799.XYZ	12799.002
12799.XYZ	12799.004
12799.XYZ	12799.006
12804.XYZ	12804.002
12804.XYZ	12804.004
12804.XYZ	12804.006
12804.XYZ	12804.008
12804.XYZ	12804.010
12804.XYZ	12804.012
12806.XYZ	12806.002
12811.XYZ	12811.002
12811.XYZ	12811.004
12811.XYZ	12811.006
12811.XYZ	12811.008
12827.XYZ	12827.002
12827.XYZ	12827.004
12827.XYZ	12827.006
12827.XYZ	12827.008
12827.XYZ	12827.010
12833.XYZ	12833.002
12838.XYZ	12838.002
12853.XYZ	12853.002
12853.XYZ	12853.004
12854.XYZ	12854.002
12856.XYZ	12856.002
12856.XYZ	12856.004
12856.XYZ	12856.006
12858.XYZ	12858.002
12858.XYZ	12858.004
12866.XYZ	12866.002
12866.XYZ	12866.004
12866.XYZ	12866.006
12866.XYZ	12866.008
12866.XYZ	12866.010
12866.XYZ	12866.012
12866.XYZ	12866.014
12866.XYZ	12866.016
12866.XYZ	12866.018
12866.XYZ	12866.020
12866.XYZ	12866.022
12866.XYZ	12866.024
12878.XYZ	12878.002
12878.XYZ	12878.004
12887.XYZ	12887.002
12893.XYZ	12893.002
12893.XYZ	12893.004
12893.XYZ	12893.006
12894.XYZ	12894.002
12895.XYZ	12895.002
12899.XYZ	12899.002
12899.XYZ	12899.004
12899.XYZ	12899.006
12899.XYZ	12899.008
12902.XYZ	12902.002
12913.XYZ	12913.002
12914.XYZ	12914.002
12914.XYZ	12914.004
12914.XYZ	12914.006
12918.XYZ	12918.002
12918.XYZ	12918.004
12918.XYZ	12918.006
12923.XYZ	12923.002
12923.XYZ	12923.004
12937.XYZ	12937.002
12940.XYZ	12940.002
12941.XYZ	12941.002
12941.XYZ	12941.004
12954.XYZ	12954.002
12954.XYZ	12954.004
12954.XYZ	12954.006
12954.XYZ	12954.008
12954.XYZ	12954.010
12954.XYZ	12954.012
12954.XYZ	12954.014
12954.XYZ	12954.016
12954.XYZ	12954.018
12963.XYZ	12963.002
12963.XYZ	12963.004
12964.XYZ	12964.002
12965.XYZ	12965.002
12965.XYZ	12965.004
12965.XYZ	12965.006
12966.XYZ	12966.002
12971.XYZ	12971.002
12973.XYZ	12973.002
12973.XYZ	12973.004
12973.XYZ	12973.006
12973.XYZ	12973.008
12973.XYZ	12973.010
12975.XYZ	12975.002
12980.XYZ	12980.002
12980.XYZ	12980.004
12980.XYZ	12980.006
12989.XYZ	12989.002
12989.XYZ	12989.004
12989.XYZ	12989.006
12989.XYZ	12989.008
12989.XYZ	12989.010
12989.XYZ	12989.012
12996.XYZ	12996.002
13005.XYZ	13005.002
13005.XYZ	13005.004
13005.XYZ	13005.006
13005.XYZ	13005.008
13005.XYZ	13005.010
13005.XYZ	13005.012
13005.XYZ	13005.014
13005.XYZ	13005.016
13005.XYZ	13005.018
13005.XYZ	13005.020
13005.XYZ	13005.022
13005.XYZ	13005.024
13005.XYZ	13005.026
13005.XYZ	13005.028
13006.XYZ	13006.002
13011.XYZ	13011.002
13011.XYZ	13011.004
13011.XYZ	13011.006
13011.XYZ	13011.008
13011.XYZ	13011.010
13011.XYZ	13011.012
13011.XYZ	13011.014
13011.XYZ	13011.016
13011.XYZ	13011.018
13011.XYZ	13011.020
13011.XYZ	13011.022
13011.XYZ	13011.024
13011.XYZ	13011.026
13011.XYZ	13011.028
13026.XYZ	13026.002
13032.XYZ	13032.002
13032.XYZ	13032.004
13037.XYZ	13037.002
13038.XYZ	13038.002
13041.XYZ	13041.002
13041.XYZ	13041.004
13041.XYZ	13041.006
13041.XYZ	13041.008
13041.XYZ	13041.010
13041.XYZ	13041.012
13041.XYZ	13041.014
13046.XYZ	13046.002
13046.XYZ	13046.004
13046.XYZ	13046.006
13051.XYZ	13051.002
13051.XYZ	13051.004
13051.XYZ	13051.006
13051.XYZ	13051.008
13056.XYZ	13056.002
13063.XYZ	13063.002
13063.XYZ	13063.004
13063.XYZ	13063.006
13063.XYZ	13063.008
13077.XYZ	13077.002
13077.XYZ	13077.004
13077.XYZ	13077.006
13095.XYZ	13095.002
13095.XYZ	13095.004
13095.XYZ	13095.006
13097.XYZ	13097.002
13098.XYZ	13098.002
13098.XYZ	13098.004
13098.XYZ	13098.006
13098.XYZ	13098.008
13098.XYZ	13098.010
13098.XYZ	13098.012
13098.XYZ	13098.014
13098.XYZ	13098.016
13098.XYZ	13098.018
13098.XYZ	13098.020
13098.XYZ	13098.022
13098.XYZ	13098.024
13098.XYZ	13098.026
13098.XYZ	13098.028
13098.XYZ	13098.030
13099.XYZ	13099.002
13099.XYZ	13099.004
13099.XYZ	13099.006
13099.XYZ	13099.008
13099.XYZ	13099.010
13106.XYZ	13106.002
13106.XYZ	13106.004
13106.XYZ	13106.006
13106.XYZ	13106.008
13106.XYZ	13106.010
13106.XYZ	13106.012
13106.XYZ	13106.014
13106.XYZ	13106.016
13106.XYZ	13106.018
13106.XYZ	13106.020
13106.XYZ	13106.022
13109.XYZ	13109.002
13109.XYZ	13109.004
13109.XYZ	13109.006
13109.XYZ	13109.008
13109.XYZ	13109.010
13109.XYZ	13109.012
13120.XYZ	13120.002
13120.XYZ	13120.004
13126.XYZ	13126.002
13126.XYZ	13126.004
13126.XYZ	13126.006
13126.XYZ	13126.008
13126.XYZ	13126.010
13126.XYZ	13126.012
13126.XYZ	13126.014
13126.XYZ	13126.016
13126.XYZ	13126.018
13126.XYZ	13126.020
13126.XYZ	13126.022
13126.XYZ	13126.024
13126.XYZ	13126.026
13126.XYZ	13126.028
13126.XYZ	13126.030
13127.XYZ	13127.002
13127.XYZ	13127.004
13127.XYZ	13127.006
13127.XYZ	13127.008
13127.XYZ	13127.010
13128.XYZ	13128.002
13128.XYZ	13128.004
13128.XYZ	13128.006
13128.XYZ	13128.008
13128.XYZ	13128.010
13128.XYZ	13128.012
13128.XYZ	13128.014
13128.XYZ	13128.016
13128.XYZ	13128.018
13128.XYZ	13128.020
13128.XYZ	13128.022
13128.XYZ	13128.024
13130.XYZ	13130.002
13131.XYZ	13131.002
13131.XYZ	13131.004
13131.XYZ	13131.006
13131.XYZ	13131.008
13131.XYZ	13131.010
13131.XYZ	13131.012
13134.XYZ	13134.002
13134.XYZ	13134.004
13139.XYZ	13139.002
13140.XYZ	13140.002
13140.XYZ	13140.004
13140.XYZ	13140.006
13140.XYZ	13140.008
13140.XYZ	13140.010
13140.XYZ	13140.012
13140.XYZ	13140.014
13140.XYZ	13140.016
13141.XYZ	13141.002
13143.XYZ	13143.002
13143.XYZ	13143.004
13143.XYZ	13143.006
13143.XYZ	13143.008
13143.XYZ	13143.010
13144.XYZ	13144.002
13144.XYZ	13144.004
13151.XYZ	13151.002
13151.XYZ	13151.004
13162.XYZ	13162.002
13163.XYZ	13163.002
13163.XYZ	13163.004
13163.XYZ	13163.006
13163.XYZ	13163.008
13168.XYZ	13168.002
13168.XYZ	13168.004
13168.XYZ	13168.006
13171.XYZ	13171.002
13175.XYZ	13175.002
13186.XYZ	13186.002
13186.XYZ	13186.004
13186.XYZ	13186.006
13186.XYZ	13186.008
13186.XYZ	13186.010
13189.XYZ	13189.002
13189.XYZ	13189.004
13191.XYZ	13191.002
13191.XYZ	13191.004
13191.XYZ	13191.006
13194.XYZ	13194.002
13194.XYZ	13194.004
13196.XYZ	13196.002
13199.XYZ	13199.002
13199.XYZ	13199.004
13204.XYZ	13204.002
13207.XYZ	13207.002
13209.XYZ	13209.002
13209.XYZ	13209.004
13215.XYZ	13215.002
13218.XYZ	13218.002
13218.XYZ	13218.004
13218.XYZ	13218.006
13223.XYZ	13223.002
13223.XYZ	13223.004
13223.XYZ	13223.006
13229.XYZ	13229.002
13229.XYZ	13229.004
13229.XYZ	13229.006
13229.XYZ	13229.008
13231.XYZ	13231.002
13233.XYZ	13233.002
13236.XYZ	13236.002
13236.XYZ	13236.004
13243.XYZ	13243.002
13243.XYZ	13243.004
13246.XYZ	13246.002
13250.XYZ	13250.002
13252.XYZ	13252.002
13262.XYZ	13262.002
13262.XYZ	13262.004
13268.XYZ	13268.002
13279.XYZ	13279.002
13290.XYZ	13290.002
13290.XYZ	13290.004
13305.XYZ	13305.002
13306.XYZ	13306.002
13306.XYZ	13306.004
13306.XYZ	13306.006
13306.XYZ	13306.008
13306.XYZ	13306.010
13307.XYZ	13307.002
13307.XYZ	13307.004
13307.XYZ	13307.006
13307.XYZ	13307.008
13307.XYZ	13307.010
13307.XYZ	13307.012
13327.XYZ	13327.002
13327.XYZ	13327.004
13327.XYZ	13327.006
13327.XYZ	13327.008
13327.XYZ	13327.010
13327.XYZ	13327.012
13327.XYZ	13327.014
13327.XYZ	13327.016
13327.XYZ	13327.018
13327.XYZ	13327.020
13327.XYZ	13327.022
13327.XYZ	13327.024
13327.XYZ	13327.026
13349.XYZ	13349.002
13350.XYZ	13350.002
13350.XYZ	13350.004
13350.XYZ	13350.006
13350.XYZ	13350.008
13350.XYZ	13350.010
13350.XYZ	13350.012
13350.XYZ	13350.014
13350.XYZ	13350.016
13350.XYZ	13350.018
13350.XYZ	13350.020
13350.XYZ	13350.022
13350.XYZ	13350.024
13350.XYZ	13350.026
13350.XYZ	13350.028
13350.XYZ	13350.030
13350.XYZ	13350.032
13350.XYZ	13350.034
13350.XYZ	13350.036
13350.XYZ	13350.038
13350.XYZ	13350.040
13350.XYZ	13350.042
13350.XYZ	13350.044
13350.XYZ	13350.046
13350.XYZ	13350.048
13350.XYZ	13350.050
13350.XYZ	13350.052
13351.XYZ	13351.002
13352.XYZ	13352.002
13352.XYZ	13352.004
13353.XYZ	13353.002
13354.XYZ	13354.002
13354.XYZ	13354.004
13354.XYZ	13354.006
13354.XYZ	13354.008
13354.XYZ	13354.010
13354.XYZ	13354.012
13354.XYZ	13354.014
13354.XYZ	13354.016
13354.XYZ	13354.018
13354.XYZ	13354.020
13354.XYZ	13354.022
13354.XYZ	13354.024
13354.XYZ	13354.026
13354.XYZ	13354.028
13357.XYZ	13357.002
13371.XYZ	13371.002
13374.XYZ	13374.002
13374.XYZ	13374.004
13374.XYZ	13374.006
13376.XYZ	13376.002
13381.XYZ	13381.002
13384.XYZ	13384.002
13397.XYZ	13397.002
13397.XYZ	13397.004
13400.XYZ	13400.002
13400.XYZ	13400.004
13403.XYZ	13403.002
13403.XYZ	13403.004
13404.XYZ	13404.002
13406.XYZ	13406.002
13419.XYZ	13419.002
13419.XYZ	13419.004
13422.XYZ	13422.002
13422.XYZ	13422.004
13422.XYZ	13422.006
13422.XYZ	13422.008
13428.XYZ	13428.002
13429.XYZ	13429.002
13451.XYZ	13451.002
13458.XYZ	13458.002
13459.XYZ	13459.002
13463.XYZ	13463.002
13473.XYZ	13473.002
13485.XYZ	13485.002
13485.XYZ	13485.004
13485.XYZ	13485.006
13495.XYZ	13495.002
13495.XYZ	13495.004
13516.XYZ	13516.002
13516.XYZ	13516.004
13524.XYZ	13524.002
13524.XYZ	13524.004
13526.XYZ	13526.002
13541.XYZ	13541.002
13547.XYZ	13547.002
13547.XYZ	13547.004
13548.XYZ	13548.002
13549.XYZ	13549.002
13552.XYZ	13552.002
13552.XYZ	13552.004
13552.XYZ	13552.006
13558.XYZ	13558.002
13562.XYZ	13562.002
13566.XYZ	13566.002
13566.XYZ	13566.004
13569.XYZ	13569.002
13569.XYZ	13569.004
13585.XYZ	13585.002
13587.XYZ	13587.002
13589.XYZ	13589.002
13589.XYZ	13589.004
13593.XYZ	13593.002
13593.XYZ	13593.004
13597.XYZ	13597.002
13597.XYZ	13597.004
13597.XYZ	13597.006
13597.XYZ	13597.008
13610.XYZ	13610.002
13613.XYZ	13613.002
13618.XYZ	13618.002
13621.XYZ	13621.002
13621.XYZ	13621.004
13636.XYZ	13636.002
13640.XYZ	13640.002
13640.XYZ	13640.004
13640.XYZ	13640.006
13640.XYZ	13640.008
13640.XYZ	13640.010
13640.XYZ	13640.012
13640.XYZ	13640.014
13641.XYZ	13641.002
13641.XYZ	13641.004
13641.XYZ	13641.006
13642.XYZ	13642.002
13643.XYZ	13643.002
13643.XYZ	13643.004
13646.XYZ	13646.002
13652.XYZ	13652.002
13666.XYZ	13666.002
13668.XYZ	13668.002
13689.XYZ	13689.002
13691.XYZ	13691.002
13697.XYZ	13697.002
13698.XYZ	13698.002
13698.XYZ	13698.004
13698.XYZ	13698.006
13698.XYZ	13698.008
13698.XYZ	13698.010
13698.XYZ	13698.012
13698.XYZ	13698.014
13699.XYZ	13699.002
13705.XYZ	13705.002
13709.XYZ	13709.002
13709.XYZ	13709.004
13709.XYZ	13709.006
13709.XYZ	13709.008
13709.XYZ	13709.010
13709.XYZ	13709.012
13709.XYZ	13709.014
13709.XYZ	13709.016
13709.XYZ	13709.018
13709.XYZ	13709.020
13709.XYZ	13709.022
13709.XYZ	13709.024
13709.XYZ	13709.026
13714.XYZ	13714.002
13714.XYZ	13714.004
13716.XYZ	13716.002
13716.XYZ	13716.004
13725.XYZ	13725.002
13725.XYZ	13725.004
13726.XYZ	13726.002
13730.XYZ	13730.002
13730.XYZ	13730.004
13747.XYZ	13747.002
13754.XYZ	13754.002
13766.XYZ	13766.002
13766.XYZ	13766.004
13766.XYZ	13766.006
13770.XYZ	13770.002
13774.XYZ	13774.002
13779.XYZ	13779.002
13793.XYZ	13793.002
13796.XYZ	13796.002
13804.XYZ	13804.002
13804.XYZ	13804.004
13804.XYZ	13804.006
13815.XYZ	13815.002
13815.XYZ	13815.004
13825.XYZ	13825.002
13825.XYZ	13825.004
13827.XYZ	13827.002
13827.XYZ	13827.004
13827.XYZ	13827.006
13827.XYZ	13827.008
13827.XYZ	13827.010
13827.XYZ	13827.012
13827.XYZ	13827.014
13827.XYZ	13827.016
13827.XYZ	13827.018
13827.XYZ	13827.020
13827.XYZ	13827.022
13833.XYZ	13833.002
13835.XYZ	13835.002
13835.XYZ	13835.004
13840.XYZ	13840.002
13840.XYZ	13840.004
13840.XYZ	13840.006
13840.XYZ	13840.008
13840.XYZ	13840.010
13840.XYZ	13840.012
13848.XYZ	13848.002
13848.XYZ	13848.004
13848.XYZ	13848.006
13848.XYZ	13848.008
13858.XYZ	13858.002
13861.XYZ	13861.002
13861.XYZ	13861.004
13861.XYZ	13861.006
13861.XYZ	13861.008
13861.XYZ	13861.010
13861.XYZ	13861.012
13867.XYZ	13867.002
13867.XYZ	13867.004
13872.XYZ	13872.002
13872.XYZ	13872.004
13876.XYZ	13876.002
13876.XYZ	13876.004
13876.XYZ	13876.006
13876.XYZ	13876.008
13876.XYZ	13876.010
13876.XYZ	13876.012
13877.XYZ	13877.002
13886.XYZ	13886.002
13886.XYZ	13886.004
13886.XYZ	13886.006
13886.XYZ	13886.008
13886.XYZ	13886.010
13886.XYZ	13886.012
13886.XYZ	13886.014
13886.XYZ	13886.016
13886.XYZ	13886.018
13886.XYZ	13886.020
13886.XYZ	13886.022
13886.XYZ	13886.024
13886.XYZ	13886.026
13886.XYZ	13886.028
13886.XYZ	13886.030
13886.XYZ	13886.032
13886.XYZ	13886.034
13886.XYZ	13886.036
13886.XYZ	13886.038
13886.XYZ	13886.040
13893.XYZ	13893.002
13894.XYZ	13894.002
13894.XYZ	13894.004
13894.XYZ	13894.006
13894.XYZ	13894.008
13894.XYZ	13894.010
13894.XYZ	13894.012
13894.XYZ	13894.014
13894.XYZ	13894.016
13894.XYZ	13894.018
13894.XYZ	13894.020
13894.XYZ	13894.022
13894.XYZ	13894.024
13894.XYZ	13894.026
13894.XYZ	13894.028
13894.XYZ	13894.030
13894.XYZ	13894.032
13894.XYZ	13894.034
13894.XYZ	13894.036
13894.XYZ	13894.038
13894.XYZ	13894.040
13894.XYZ	13894.042
13894.XYZ	13894.044
13894.XYZ	13894.046
13894.XYZ	13894.048
13894.XYZ	13894.050
13894.XYZ	13894.052
13894.XYZ	13894.054
13895.XYZ	13895.002
13902.XYZ	13902.002
13902.XYZ	13902.004
13902.XYZ	13902.006
13902.XYZ	13902.008
13904.XYZ	13904.002
13904.XYZ	13904.004
13904.XYZ	13904.006
13906.XYZ	13906.002
13908.XYZ	13908.002
13908.XYZ	13908.004
13908.XYZ	13908.006
13910.XYZ	13910.002
13916.XYZ	13916.002
13918.XYZ	13918.002
13918.XYZ	13918.004
13918.XYZ	13918.006
13921.XYZ	13921.002
13924.XYZ	13924.002
13924.XYZ	13924.004
13930.XYZ	13930.002
13930.XYZ	13930.004
13930.XYZ	13930.006
13940.XYZ	13940.002
13940.XYZ	13940.004
13940.XYZ	13940.006
13940.XYZ	13940.008
13940.XYZ	13940.010
13948.XYZ	13948.002
13949.XYZ	13949.002
13949.XYZ	13949.004
13949.XYZ	13949.006
13950.XYZ	13950.002
13953.XYZ	13953.002
13953.XYZ	13953.004
13953.XYZ	13953.006
13964.XYZ	13964.002
13964.XYZ	13964.004
13964.XYZ	13964.006
13964.XYZ	13964.008
13964.XYZ	13964.010
13964.XYZ	13964.012
13964.XYZ	13964.014
13964.XYZ	13964.016
13964.XYZ	13964.018
13965.XYZ	13965.002
13967.XYZ	13967.002
13967.XYZ	13967.004
13973.XYZ	13973.002
13973.XYZ	13973.004
13973.XYZ	13973.006
13976.XYZ	13976.002
13976.XYZ	13976.004
13976.XYZ	13976.006
13976.XYZ	13976.008
13976.XYZ	13976.010
13980.XYZ	13980.002
13982.XYZ	13982.002
13982.XYZ	13982.004
13982.XYZ	13982.006
13986.XYZ	13986.002
13988.XYZ	13988.002
13991.XYZ	13991.002
13995.XYZ	13995.002
13995.XYZ	13995.004
13995.XYZ	13995.006
13995.XYZ	13995.008
13995.XYZ	13995.010
13999.XYZ	13999.002
13999.XYZ	13999.004
13999.XYZ	13999.006
13999.XYZ	13999.008
13999.XYZ	13999.010
13999.XYZ	13999.012
13999.XYZ	13999.014
13999.XYZ	13999.016
14002.XYZ	14002.002
14003.XYZ	14003.002
14003.XYZ	14003.004
14003.XYZ	14003.006
14003.XYZ	14003.008
14003.XYZ	14003.010
14003.XYZ	14003.012
14007.XYZ	14007.002
14007.XYZ	14007.004
14007.XYZ	14007.006
14008.XYZ	14008.002
14009.XYZ	14009.002
14029.XYZ	14029.002
14032.XYZ	14032.002
14046.XYZ	14046.002
14055.XYZ	14055.002
14064.XYZ	14064.002
14064.XYZ	14064.004
14072.XYZ	14072.002
14072.XYZ	14072.004
14096.XYZ	14096.002
14100.XYZ	14100.002
14104.XYZ	14104.002
14109.XYZ	14109.002
14109.XYZ	14109.004
14114.XYZ	14114.002
14134.XYZ	14134.002
14144.XYZ	14144.002
14151.XYZ	14151.002
14152.XYZ	14152.002
14155.XYZ	14155.002
14161.XYZ	14161.002
14163.XYZ	14163.002
14163.XYZ	14163.004
14163.XYZ	14163.006
14164.XYZ	14164.002
14164.XYZ	14164.004
14177.XYZ	14177.002
14177.XYZ	14177.004
14177.XYZ	14177.006
14177.XYZ	14177.008
14178.XYZ	14178.002
14178.XYZ	14178.004
14189.XYZ	14189.002
14189.XYZ	14189.004
14190.XYZ	14190.002
14193.XYZ	14193.002
14194.XYZ	14194.002
14197.XYZ	14197.002
14197.XYZ	14197.004
14197.XYZ	14197.006
14197.XYZ	14197.008
14201.XYZ	14201.002
14209.XYZ	14209.002
14210.XYZ	14210.002
14215.XYZ	14215.002
14224.XYZ	14224.002
14224.XYZ	14224.004
14224.XYZ	14224.006
14224.XYZ	14224.008
14226.XYZ	14226.002
14226.XYZ	14226.004
14226.XYZ	14226.006
14228.XYZ	14228.002
14228.XYZ	14228.004
14230.XYZ	14230.002
14240.XYZ	14240.002
14241.XYZ	14241.002
14241.XYZ	14241.004
14247.XYZ	14247.002
14247.XYZ	14247.004
14250.XYZ	14250.002
14257.XYZ	14257.002
14261.XYZ	14261.002
14261.XYZ	14261.004
14261.XYZ	14261.006
14261.XYZ	14261.008
14261.XYZ	14261.010
14290.XYZ	14290.002
14304.XYZ	14304.002
14304.XYZ	14304.004
14304.XYZ	14304.006
14304.XYZ	14304.008
14306.XYZ	14306.002
14306.XYZ	14306.004
14310.XYZ	14310.002
14311.XYZ	14311.002
14311.XYZ	14311.004
14316.XYZ	14316.002
14316.XYZ	14316.004
14316.XYZ	14316.006
14316.XYZ	14316.008
14318.XYZ	14318.002
14318.XYZ	14318.004
14318.XYZ	14318.006
14318.XYZ	14318.008
14318.XYZ	14318.010
14318.XYZ	14318.012
14318.XYZ	14318.014
14318.XYZ	14318.016
14318.XYZ	14318.018
14318.XYZ	14318.020
14318.XYZ	14318.022
14318.XYZ	14318.024
14318.XYZ	14318.026
14318.XYZ	14318.028
14318.XYZ	14318.030
14318.XYZ	14318.032
14318.XYZ	14318.034
14318.XYZ	14318.036
14318.XYZ	14318.038
14318.XYZ	14318.040
14318.XYZ	14318.042
14318.XYZ	14318.044
14318.XYZ	14318.046
14318.XYZ	14318.048
14318.XYZ	14318.050
14318.XYZ	14318.052
14318.XYZ	14318.054
14318.XYZ	14318.056
14318.XYZ	14318.058
14322.XYZ	14322.002
14322.XYZ	14322.004
14322.XYZ	14322.006
14322.XYZ	14322.008
14327.XYZ	14327.002
14332.XYZ	14332.002
14344.XYZ	14344.002
14349.XYZ	14349.002
14352.XYZ	14352.002
14354.XYZ	14354.002
14359.XYZ	14359.002
14363.XYZ	14363.002
14368.XYZ	14368.002
14368.XYZ	14368.004
14368.XYZ	14368.006
14368.XYZ	14368.008
14368.XYZ	14368.010
14368.XYZ	14368.012
14373.XYZ	14373.002
14375.XYZ	14375.002
14379.XYZ	14379.002
14381.XYZ	14381.002
14381.XYZ	14381.004
14381.XYZ	14381.006
14381.XYZ	14381.008
14383.XYZ	14383.002
14383.XYZ	14383.004
14383.XYZ	14383.006
14386.XYZ	14386.002
14386.XYZ	14386.004
14386.XYZ	14386.006
14386.XYZ	14386.008
14386.XYZ	14386.010
14399.XYZ	14399.002
14399.XYZ	14399.004
14407.XYZ	14407.002
14407.XYZ	14407.004
