Lnum	basehw	compound	resolution
5372	jAnu	Jānu-vi-	jAnuvijAnu
5372	jAnu	Saṃhata-	saMhatajAnu
5373	jApa	Karṇa-	karRajApa
5400	jAla	Indra-	indrajAla
5400	jAla	Dhvānta-	DvAntajAla
5400	jAla	Muktā-	muktAjAla
5400	jAla	Vindu-	vindujAla
5412	jigIzA	Guru-jigīṣa	gurujigIza
5429	jizRu	Sa-	sajizRu
5434	jihma	A-	ajihma
5434	jihma	Vi-	vijihma
5438	jihva	Adhi-	aDijihva
5438	jihva	Dīrgha-	dIrGajihva
5438	jihva	Dvi-	dvijihva
5438	jihva	Saptaj˚	saptaj˚
5438	jihva	Sthira-	sTirajihva
5446	jIva	Dus-	durjIva
5446	jIva	Nis-	nirjIva
5446	jIva	Su-	sujIva
5447	jIvaka	Raṅga-	raNgajIvaka
5451	jIvana	A-	ajIvana
5451	jIvana	Dāsa-	dAsajIvana
5451	jIvana	Dharma-	DarmajIvana
5451	jIvana	Mṛga-	mfgajIvana
5458	jIvin	Dīrgha-	dIrGajIvin
5458	jIvin	Buddhi-	budDijIvin
5458	jIvin	Jala-	jalajIvin
5458	jIvin	Śyena-	SyenajIvin
5458	jIvin	Saṃgha-	saMGajIvin
5458	jIvin	Saṃcāra-	saMcArajIvin
5458	jIvin	Surā-	surAjIvin
5461	jugupsA	A-jugupsa	ajugupsa
5474	jUwa	Jaṭā-jūṭa	jawAjUwa
5483	jF	A-	ajF
5497	jYa	A-	ajYa
5497	jYa	Manojña	manojYa
5497	jYa	Sarva-	sarvajYa
5501	jYA	A-	ajYA
5503	jYAti	A-	ajYAti
5503	jYAti	Nis-	nirjYAti
5503	jYAti	Sva-	svajYAti
5506	jYAna	A-	ajYAna
5506	jYAna	Ātmajnāna	AtmajnAna
5506	jYAna	Dus-	durjYAna
5518	jyA	Sa-jya	sajya
5525	jyezWa	A-	ajyezWa
5525	jyezWa	Yathā-jyeṣṭha + m	yaTAjyezWam
5538	jyotis	Antar-	antarjyotis
5538	jyotis	Sa-	sajyotis
5546	jvara	Gata-	gatajvara
5546	jvara	Jīrṇa-	jIrRajvara
5546	jvara	Jīrṇāmaya-	jIrRAmayajvara
5546	jvara	Dāha-	dAhajvara
5546	jvara	Maithuna-	mETunajvara
5546	jvara	Ratha-	raTajvara
5552	jvAla	Saptaj˚	saptaj˚
5552	jvAla	Hemaj˚	hemaj˚
5637	tawa	A-	atawa
5637	tawa	Diś-	diStawa
5637	tawa	Vidruma-	vidrumatawa
5640	tawinI	A-mara-	amaratawinI
5648	taqit	Sendrāyudha-	sendrAyuDataqit
5657	tattva	Nis-	nistattva
5657	tattva	Yathā-tattva + m	yaTAtattvam
5657	tattva	Sa-	satattva
5663	taTA	Yathā-tatha + m	yaTAtaTam
5663	taTA	A-yathā-tatha + m	ayaTAtaTam
5663	taTA	Vi-tatha	vitaTa
5663	taTA	˚tham	˚Tam
5663	taTA	a-vitatha	avitaTa
5678	tanaya	Pavana-	pavanatanaya
5678	tanaya	Rādhā-	rADAtanaya
5678	tanaya	Sūrya-	sUryatanaya
5679	tanu	A-	atanu
5679	tanu	Ardha-	arDatanu
5679	tanu	Vāmana-	vAmanatanu
5679	tanu	Su-	sutanu
5682	tanutA	Su-	sutanutA
5689	tantu	Āśā-	ASAtantu
5689	tantu	Tṛṣṇā-	tfzRAtantu
5689	tantu	Nis-	nistantu
5689	tantu	Prajā-	prajAtantu
5689	tantu	Saptat˚	saptat˚
5689	tantu	Sūtra-	sUtratantu
5693	tantra	A-tantrī	atantrI
5693	tantra	Ātmatantra	Atmatantra
5693	tantra	Ku-tantrī	kutantrI
5693	tantra	Pañcatantra	paYcatantra
5693	tantra	Para-tantra	paratantra
5693	tantra	Su-tantrī	sutantrI
5693	tantra	Sva-tantra	svatantra
5693	tantra	A-sna-tantra	asnatantra
5703	tandri	A-tandrī	atandrI
5705	tandrin	A-	atandrin
5712	tapa	Su-	sutapa
5715	tapas	A-	atapas
5715	tapas	Dīrgha-	dIrGatapas
5715	tapas	Pañcatapas	paYcatapas
5715	tapas	Mahā-	mahAtapas
5715	tapas	Su-mahā-	sumahAtapas
5719	tapasvin	Ati-	atitapasvin
5728	tamas	Dīrgha-	dIrGatamas
5734	tamisra	A-	atamisra
5745	tara	Dus-	dustara
5745	tara	A-su-	asutara
5748	taraNga	Ud-	uttaraNga
5750	taraNgin	rājata-raṇgiṇī	rAjataraRgiRI
5751	taraRa	Dus-	dustaraRa
5751	taraRa	Pratīpa-	pratIpataraRa
5763	taru	Kalpa-	kalpataru
5763	taru	Chāyā-	CAyAtaru
5763	taru	Prati-	pratitaru
5763	taru	Śikhā-	SiKAtaru
5767	tark	A-tarkya	atarkya
5768	tarka	Ku-	kutarka
5772	tarkuwa	Sūtra-	sUtratarkuwa
5777	tarpaRa	Apa-	apatarpaRa
5777	tarpaRa	Ghrāṇa-tarpaṇa	GrARatarpaRa
5777	tarpaRa	Pitṛ-	pitftarpaRa
5784	tala	A-	atala
5784	tala	Adhas-	aDastala
5784	tala	Kara-	karatala
5784	tala	Talātala	talAtala
5784	tala	Pāda-	pAdatala
5784	tala	Bhū-	BUtala
5784	tala	Mahā-	mahAtala
5784	tala	Mahī-	mahItala
5784	tala	Rasā-	rasAtala
5784	tala	Vaṭa-	vawatala
5784	tala	Vi-	vitala
5784	tala	Vṛkṣa-	vfkzatala
5784	tala	Śilā-	SilAtala
5784	tala	Su-	sutala
5784	tala	Hasta-	hastatala
5786	talatra	Sa-	satalatra
5788	talpa	Guru-	gurutalpa
5791	tavas	Sva-	svatavas
5811	tAna	Eka-	ekatAna
5813	tAntava	Śaṇa-	SaRatAntava
5816	tApa	Paścāt-	paScAttApa
5820	tApasa	Kapaṭa-	kapawatApasa
5820	tApasa	Ku-	kutApasa
5825	tAmisra	Andha-	anDatAmisra
5826	tAmbUla	Vāsa-	vAsatAmbUla
5835	tAra	Dus-	dustAra
5850	tAla	Apara-	aparatAla
5850	tAla	Eka-tāla	ekatAla
5850	tAla	Kāṃsya-	kAMsyatAla
5850	tAla	Tala-	talatAla
5850	tAla	Manas-	manastAla
5850	tAla	Su-rata-	suratatAla
5858	tAvant	Dvis-	dvistAvant
5861	tiktaka	Kaṭu-	kawutiktaka
5874	tiTi	Dus-	dustiTi
5880	timiMgila	Timi-	timitimiMgila
5881	timira	Nis-	nistimira
5887	tiraScIna	Ā-	AtiraScIna
5921	tIkzRa	Su-	sutIkzRa
5927	tIrTa	Apsaras-	apsarastIrTa
5927	tIrTa	Dus-	dustIrTa
5927	tIrTa	Sa-	satIrTa
5952	tuRqa	Kaṅka-	kaNkatuRqa
5952	tuRqa	Siṃha-	siMhatuRqa
5982	tulA	A-tula	atula
5982	tulA	Kūṭa-	kUwatulA
5983	tulya	Māsa-	mAsatulya
5983	tulya	Śarīra-	SarIratulya
5989	tuz	A-	atuz
5989	tuz	Dus-saṃtuṣṭa	dussaMtuzwa
5989	tuz	Su-	sutuz
5999	tURa	Pūrṇa-	pUrRatURa
6009	tUla	Haṃsa-	haMsatUla
6033	tfpti	Ati-	atitfpti
6037	tfz	Mṛga-	mfgatfz
6037	tfz	Sa-	satfz
6038	tfzA	Mṛga-	mfgatfzA
6040	tfzRA	Ati-	atitfzRA
6040	tfzRA	Ati-tṛṣṇa	atitfzRa
6040	tfzRA	Mṛga-	mfgatfzRA
6040	tfzRA	Vi-	vitfzRA
6040	tfzRA	Sa-tṛṣṇa + m	satfzRam
6043	tF	Dus-	dustF
6045	tejana	Agni-jvalita-	agnijvalitatejana
6046	tejas	A-mita-	amitatejas
6046	tejas	Tigma-	tigmatejas
6046	tejas	Nis-	nistejas
6046	tejas	Mahā-	mahAtejas
6046	tejas	Brahmatejas	brahmatejas
6046	tejas	Māṃsa-	mAMsatejas
6046	tejas	Samāna-	samAnatejas
6046	tejas	Su-	sutejas
6053	tejomaya	Sarva-	sarvatejomaya
6053	tejomaya	Brahma-tejomaya	brahmatejomaya
6067	tEla	Gandha-	ganDatEla
6067	tEla	Tila-	tilatEla
6082	toya	Antastoya	antastoya
6082	toya	Nis-	nistoya
6088	toraRa	Ud-	uttoraRa
6088	toraRa	Kautuka-	kOtukatoraRa
6091	toza	Dus-	dustoza
6100	tyaj	Tanu-	tanutyaj
6102	tyAga	Ātmatyāya	AtmatyAya
6102	tyAga	Tanu-	tanutyAga
6102	tyAga	Deha-	dehatyAga
6102	tyAga	Sthāna-	sTAnatyAga
6105	tyAgin	Ātmatyāgin	AtmatyAgin
6114	trapa	A-trapa	atrapa
6118	traya	Agni-	agnitraya
6123	trayodaSan	Ardha-	arDatrayodaSan
6126	tras	A-trasta	atrasta
6131	trasnu	A-	atrasnu
6131	trasnu	An-ati-	anatitrasnu
6133	trARa	Aṅguli-	aNgulitrARa
6133	trARa	Tala-	talatrARa
6133	trARa	Pāda-	pAdatrARa
6134	trAtf	Makha-	maKatrAtf
6135	trAman	Su-	sutrAman
6136	trAsa	Jala-	jalatrAsa
6138	trAsin	Jala-	jalatrAsin
6140	triMSa	Catustṛṃśa	catustfMSa
6140	triMSa	Dvā-	dvAtriMSa
6140	triMSa	Pañcatriṃśa	paYcatriMSa
6141	triMSat	Dvā-	dvAtriMSat
6141	triMSat	Ṣaṭ-triṃśat	zawtriMSat
6171	tretA	Agni-	agnitretA
6215	tvarA	A-	atvarA
6215	tvarA	Sa-tvara	satvara
6234	daMSa	Vṛka-	vfkadaMSa
6234	daMSa	Vṛṣa-daṃś + a	vfzadaMSa
6235	daMSaka	Sa-	sadaMSaka
6237	daMSita	Su-	sudaMSita
6238	daMzwra	Ayas-	ayasdaMzwra
6238	daMzwra	Tīkṣṇa-	tIkzRadaMzwra
6238	daMzwra	Puṣpa-	puzpadaMzwra
6238	daMzwra	Sthira-	sTiradaMzwra
6241	daMsas	Su-	sudaMsas
6247	dakziRa	A-dakṣiṇa	adakziRa
6247	dakziRa	A-bhaya-dakṣiṇā	aBayadakziRA
6247	dakziRa	Pūrva-	pUrvadakziRa
6247	dakziRa	Prāṇa-dakṣiṇā	prARadakziRA
6247	dakziRa	Bhūri-dakṣiṇa	BUridakziRa
6247	dakziRa	Sa-dakṣiṇa	sadakziRa
6257	daRq	A-daṇḍya	adaRqya
6258	daRqa	Ud-	uddaRqa
6258	daRqa	Khara-	KaradaRqa
6258	daRqa	Tri-	tridaRqa
6258	daRqa	Dhana-	DanadaRqa
6258	daRqa	Dhik-	DikdaRqa
6258	daRqa	Manas-	manasdaRqa
6258	daRqa	Mahā-	mahAdaRqa
6258	daRqa	Rājanirdhūta-	rAjanirDUtadaRqa
6258	daRqa	Vāgdaṇḍa	vAgdaRqa
6258	daRqa	Vāṇa-	vARadaRqa
6258	daRqa	Vīṇā-	vIRAdaRqa
6259	daRqaka	Tri-	tridaRqaka
6264	daRqin	Tri-	tridaRqin
6277	danta	Īśā-	ISAdanta
6277	danta	Catur-	caturdanta
6277	danta	Nāga-	nAgadanta
6277	danta	Puṣpa-	puzpadanta
6277	danta	Rājad˚	rAjad˚
6277	danta	Hastid˚	hastid˚
6278	dantaka	Nāga-	nAgadantaka
6291	daBra	A-	adaBra
6292	dam	Dus-	durdam
6293	dama	Dus-	durdama
6293	dama	Su-	sudama
6295	damana	Sarva-	sarvadamana
6299	damin	Kāma-damin + ī	kAmadaminI
6302	damBa	A-	adamBa
6302	damBa	Vīta-	vItadamBa
6306	day	Samudra-	samudraday
6306	day	Su-	suday
6307	dayA	A-daya + m	adayam
6307	dayA	Nirdaya	nirdaya
6307	dayA	Bhūta-	BUtadayA
6307	dayA	Sa-	sadayA
6311	dara	Sa-	sadara
6319	dardura	Kūpa-	kUpadardura
6320	darpa	Ati-	atidarpa
6320	darpa	Bhagna-	Bagnadarpa
6320	darpa	Sa-	sadarpa
6320	darpa	Sam-iddha-	samidDadarpa
6327	darSa	Ātmadarśa	AtmadarSa
6327	darSa	Dus-	durdarSa
6327	darSa	Su-dus-	sudurdarSa
6328	darSaka	Pāra-	pAradarSaka
6330	darSana	A-	adarSana
6330	darSana	Acchidra-	acCidradarSana
6330	darSana	Adbhuta-	adButadarSana
6330	darSana	An-ati-	anatidarSana
6330	darSana	Ātmadarśana	AtmadarSana
6330	darSana	Tulya-	tulyadarSana
6330	darSana	Dāra-	dAradarSana
6330	darSana	Dus-	durdarSana
6330	darSana	Dūra-	dUradarSana
6330	darSana	Pāra-	pAradarSana
6330	darSana	Puṇya-	puRyadarSana
6330	darSana	Bhāla-	BAladarSana
6330	darSana	Su-	sudarSana
6333	darSin	Chidra-	CidradarSin
6333	darSin	Dīrgha-	dIrGadarSin
6333	darSin	Dūra-	dUradarSin
6333	darSin	Deva-	devadarSin
6333	darSin	Dvāra-	dvAradarSin
6333	darSin	Vidhi-	viDidarSin
6333	darSin	Sama-	samadarSin
6333	darSin	Sūkṣma-	sUkzmadarSin
6334	darSivaMs	Dīrgha-	dIrGadarSivaMs
6336	dala	Dvi-	dvidala
6342	daSaka	Śata-	SatadaSaka
6347	daSana	Vajra-	vajradaSana
6348	daSama	Trayo-	trayodaSama
6348	daSama	Dvā-	dvAdaSama
6363	dah	Agni-	agnidah
6363	dah	An-agni-	anagnidah
6364	dahana	Dava-	davadahana
6366	dA	Svayam-	svayamdA
6380	dAtf	A-	adAtf
6386	dAna	A-	adAna
6386	dAna	Ati-	atidAna
6386	dAna	Ātman-	AtmandAna
6386	dAna	Udaka-	udakadAna
6386	dAna	Yoga-	yogadAna
6386	dAna	Vṛthā-	vfTAdAna
6386	dAna	Sa-	sadAna
6386	dAna	Sadā-	sadAdAna
6396	dAman	Puṣpa-dāman	puzpadAman
6403	dAya	Su-	sudAya
6404	dAyaka	Agni-	agnidAyaka
6404	dAyaka	Tāmbūla-	tAmbUladAyaka
6404	dAyaka	Viṣa-	vizadAyaka
6406	dAyAda	A-	adAyAda
6410	dAyin	Udaka-	udakadAyin
6410	dAyin	Viṣa-	vizadAyin
6411	dAra	A-	adAra
6411	dAra	Kṛta-	kftadAra
6411	dAra	Dharma-	DarmadAra
6411	dAra	Putra-	putradAra
6411	dAra	Bhū-	BUdAra
6412	dAraka	Loha-	lohadAraka
6413	dAraka	Bhartṛ-	BartfdAraka
6420	dAru	Deva-	devadAru
6421	dAruRa	Ati-	atidAruRa
6444	dAsa	A-	adAsa
6444	dAsa	Daṇḍa-	daRqadAsa
6444	dAsa	Dāsī-	dAsIdAsa
6444	dAsa	Bhakta-	BaktadAsa
6444	dAsa	Śiva-	SivadAsa
6451	dAha	Antar-	antardAha
6460	ditsu	A-	aditsu
6461	didfkzA	Jāta-gīta-didṛkṣa	jAtagItadidfkza
6465	diDizu	Agre-didhiṣū	agrediDizU
6466	dina	Adya-	adyadina
6466	dina	Dus-	durdina
6466	dina	Vāṣpa-dus-dina	vAzpadurdina
6466	dina	Hima-dus-	himadurdina
6466	dina	Su-	sudina
6471	div	Dus-	durdiv
6471	div	Muṣṭi-	muzwidiv
6476	divasa	Ardha-	arDadivasa
6476	divasa	Dus-	durdivasa
6494	diS	Pūrva-	pUrvadiS
6495	diS	Vi-	vidiS
6503	dI	A-dina	adina
6503	dI	Paridīna	paridIna
6503	dI	Sa-dīna + m	sadInam
6506	dIkzA	Yathā-dīkṣa + m	yaTAdIkzam
6507	dIDiti	Sita-	sitadIDiti
6512	dIpa	Nirvāṇa-	nirvARadIpa
6512	dIpa	Nṛpa-	nfpadIpa
6513	dIpaka	Śarvarī-	SarvarIdIpaka
6514	dIpana	Anala-	analadIpana
6516	dIpti	Gṛha-	gfhadIpti
6519	dIrGa	Su-	sudIrGa
6523	dIrGasUtratA	A-	adIrGasUtratA
6525	dIrGikA	Sura-	suradIrGikA
6529	duHKa	A-	aduHKa
6529	duHKa	Antar-	antarduHKa
6529	duHKa	Sama-	samaduHKa
6529	duHKa	Su-duṣkha	suduzKa
6533	duHKita	Ati-duṣ-khita	atiduzKita
6533	duHKita	Su-	suduHKita
6541	duGa	Droṇa-	droRaduGa
6565	durga	Giri-	giridurga
6587	durlaBa	Su-	sudurlaBa
6602	duz	A-	aduz
6602	duz	Su-	suduz
6602	duz	Vāgd˚	vAgd˚
6618	dustyaja	Su-	sudustyaja
6619	duh	Vitta-	vittaduh
6621	duha	Dus-	durduha
6625	dUta	Megha-	meGadUta
6625	dUta	Praśna-dūtī	praSnadUtI
6626	dUtaka	Yama-	yamadUtaka
6630	dUra	A-	adUra
6630	dUra	Ati-, ˚ram	ati, ˚ram
6630	dUra	Kiyad-dūra	kiyaddUra
6630	dUra	Vi-	vidUra
6630	dUra	A-vi	avi
6630	dUra	Su-	sudUra
6632	dUratas	A-	adUratas
6644	df	An-	andf
6644	df	Atyādṛta	atyAdfta
6663	dfS	Divya-	divyadfS
6663	dfS	Bhāla-	BAladfS
6663	dfS	Mṛga-	mfgadfS
6663	dfS	Mṛgī-	mfgIdfS
6663	dfS	Sama-	samadfS
6663	dfS	Su-	sudfS
6671	dfzwi	A-	adfzwi
6671	dfzwi	Adhas-	aDasdfzwi
6671	dfzwi	Eka-	ekadfzwi
6678	deva	A-	adeva
6678	deva	Ati-	atideva
6678	deva	Devātideva	devAtideva
6678	deva	Kāma-	kAmadeva
6678	deva	Kāvya-devī	kAvyadevI
6678	deva	Kṣiti-	kzitideva
6678	deva	Gṛha-devī	gfhadevI
6678	deva	Jana-	janadeva
6678	deva	Deva-	devadeva
6678	deva	Nara-	naradeva
6678	deva	Pūrva-	pUrvadeva
6678	deva	Bala-	baladeva
6678	deva	Bhūmi-	BUmideva
6678	deva	Mahā-	mahAdeva
6678	deva	Rāma-	rAmadeva
6678	deva	Vasu-	vasudeva
6678	deva	Vāgdevī	vAgdevI
6678	deva	Vāma-	vAmadeva
6678	deva	Viśva-	viSvadeva
6678	deva	Vīra-	vIradeva
6678	deva	Su-devī	sudevI
6680	devatA	Adhi-	aDidevatA
6680	devatA	Abhīṣṭa-	aBIzwadevatA
6680	devatA	Kula-	kuladevatA
6680	devatA	Kṣiti-	kzitidevatA
6680	devatA	Kṣetra-	kzetradevatA
6680	devatA	Gṛha-	gfhadevatA
6680	devatA	Pati-	patidevatA
6680	devatA	Para-	paradevatA
6680	devatA	Pārva-	pArvadevatA
6680	devatA	Yama-	yamadevatA
6680	devatA	Yoni-	yonidevatA
6680	devatA	Vasu-	vasudevatA
6680	devatA	Saubhāgya-	sOBAgyadevatA
6680	devatA	Sthali-	sTalidevatA
6682	devatva	Nara-	naradevatva
6698	deSa	A-	adeSa
6698	deSa	Eka-	ekadeSa
6698	deSa	Tanū-	tanUdeSa
6698	deSa	Diś-	diSdeSa
6698	deSa	Para-	paradeSa
6698	deSa	Pūrva-	pUrvadeSa
6698	deSa	Madhya-	maDyadeSa
6698	deSa	Vi-	videSa
6698	deSa	Sa-	sadeSa
6706	deSya	A-	adeSya
6706	deSya	Tad-	taddeSya
6706	deSya	Nānā-	nAnAdeSya
6708	deha	Ūrdhva-	UrDvadeha
6708	deha	Pūrva-	pUrvadeha
6714	dEteya	A-	adEteya
6718	dEva	Adhi-	aDidEva
6718	dEva	Dus-	durdEva
6721	dEvata	Adhi-	aDidEvata
6721	dEvata	Pitṛ-	pitfdEvata
6737	doza	Anna-	annadoza
6737	doza	Karmadoṣa	karmadoza
6737	doza	Grahaṇī-	grahaRIdoza
6737	doza	Dṛṣṭa-	dfzwadoza
6737	doza	Pāna-	pAnadoza
6737	doza	Vāgd˚	vAgd˚
6737	doza	Svapna-	svapnadoza
6741	dozavant	A-	adozavant
6746	doha	Kāṃsya-	kAMsyadoha
6749	dohana	Go-	godohana
6786	dyuti	A-mita-	amitadyuti
6786	dyuti	Gharma-	Garmadyuti
6786	dyuti	Tuhina-	tuhinadyuti
6786	dyuti	Mahā-	mahAdyuti
6786	dyuti	Hima-	himadyuti
6789	dyumna	Indra-	indradyumna
6794	dyota	Cintya-	cintyadyota
6799	draNga	Srava-	sravadraNga
6804	drava	Amṛta-	amftadrava
6810	dravya	A-	adravya
6810	dravya	Apa-	apadravya
6810	dravya	Nis-	nirdravya
6810	dravya	Sītā-	sItAdravya
6836	druma	Kalpa-	kalpadruma
6836	druma	Grāma-	grAmadruma
6836	druma	Chāyā-	CAyAdruma
6836	druma	Sa-parvata-vana-	saparvatavanadruma
6839	druh	A-drudgha	adrudGa
6845	droRa	Saha-droṇa	sahadroRa
6845	droRa	Snāna-droṇī	snAnadroRI
6847	droha	A-	adroha
6847	droha	Nis-	nirdroha
6853	dvaMdva	Nis-	nirdvaMdva
6857	dvaya	A-	advaya
6867	dvAra	A-	advAra
6867	dvAra	Gaṅgā-	gaNgAdvAra
6867	dvAra	Gala-	galadvAra
6867	dvAra	Giri-	giridvAra
6867	dvAra	Pakṣa-	pakzadvAra
6867	dvAra	Śakṛddv˚	Sakfddv˚
6867	dvAra	Siṃha-	siMhadvAra
6876	dvija	A-	advija
6881	dvitIya	A-	advitIya
6887	dvipa	Gandha-	ganDadvipa
6887	dvipa	Maru-	marudvipa
6887	dvipa	Sura-	suradvipa
6893	dviz	Pura-	puradviz
6895	dvIpa	Kuśa-	kuSadvIpa
6895	dvIpa	Gaṇa-	gaRadvIpa
6895	dvIpa	Jambū-	jambUdvIpa
6895	dvIpa	Jala-	jaladvIpa
6895	dvIpa	Nāga-	nAgadvIpa
6909	dvEta	A-	advEta
6913	dvEDya	A-	advEDya
6925	Dana	A-	aDana
6925	Dana	Antar-	antarDana
6925	Dana	Alam-	alamDana
6925	Dana	Alpa-	alpaDana
6925	Dana	Kanyā-	kanyADana
6925	Dana	Go-	goDana
6925	Dana	Tapodhana	tapoDana
6925	Dana	Nis-	nirDana
6925	Dana	Mahā	mahA
6925	Dana	Vidyā-	vidyADana
6925	Dana	Satya-	satyaDana
6925	Dana	Su-	suDana
6925	Dana	Hṛta-	hftaDana
6936	Danu	Sa-	saDanu
6939	Danuzmant	Mahā-	mahADanuzmant
6940	Danus	Indra-	indraDanus
6940	Danus	Puṣpa-	puzpaDanus
6940	Danus	Sa-	saDanus
6945	Danva	priya-	priyaDanva
6946	Danvan	Su-	suDanvan
6954	Dara	Gadā-	gadADara
6954	Dara	Garbha-	garBaDara
6954	Dara	Jagatī-	jagatIDara
6954	Dara	Jaṭā-	jawADara
6954	Dara	Toya-	toyaDara
6954	Dara	Daṇḍa-	daRqaDara
6954	Dara	Daṇḍa-vrata-	daRqavrataDara
6954	Dara	Dus-	durDara
6954	Dara	Dhanus	Danus
6954	Dara	Dharaṇī-	DaraRIDara
6954	Dara	Dharā-	DarADara
6954	Dara	Pakṣa-	pakzaDara
6954	Dara	Pāśa-	pASaDara
6954	Dara	Māyā-	mAyADara
6954	Dara	Rāja-mantra-	rAjamantraDara
6954	Dara	Hala-	halaDara
6960	Darma	A-	aDarma
6960	Darma	Atithi-	atiTiDarma
6960	Darma	Araṇya-	araRyaDarma
6960	Darma	Āpad-	ApadDarma
6960	Darma	Kāla-	kAlaDarma
6960	Darma	Kula-	kulaDarma
6960	Darma	Kūṭa-	kUwaDarma
6960	Darma	Go-	goDarma
6960	Darma	Grāmya-	grAmyaDarma
6960	Darma	Chadman-	CadmanDarma
6960	Darma	Jāti-	jAtiDarma
6960	Darma	Dus-	durDarma
6960	Darma	Paśu-	paSuDarma
6960	Darma	Pāṇi-	pARiDarma
6960	Darma	Yuddha-	yudDaDarma
6960	Darma	Viśeṣa-	viSezaDarma
6960	Darma	Satya-	satyaDarma
6960	Darma	Sākṣāt-	sAkzAtDarma
6960	Darma	Su-	suDarma
6960	Darma	Strī-	strIDarma
6960	Darma	Sva-	svaDarma
6961	Darmatas	Putra-	putraDarmatas
6962	Darman	Kāla-	kAlaDarman
6962	Darman	Kṣatra-	kzatraDarman
6962	Darman	Manuṣya-	manuzyaDarman
6962	Darman	Śabdādi-	SabdAdiDarman
6962	Darman	Sa-	saDarman
6969	Darmin	Sa-	saDarmin
6969	Darmin	Strī-	strIDarmin
6970	DarmizWa	A-	aDarmizWa
6972	Darmya	A-	aDarmya
6973	Darza	Dus-	durDarza
6975	DarzaRa	Dus-	durDarzaRa
6978	Dava	Menā-	menADava
6978	Dava	Vi-	viDava
6978	Dava	Sa-dhavā	saDavA
6979	Davala	Ati-	atiDavala
6980	Davalita	Sudhā-	suDADavalita
6982	DA	A-hita	ahita
6982	DA	Hita-a-hita	hitAhita
6982	DA	Su-	suDA
6983	DAtu	Giri-	giriDAtu
6983	DAtu	Gairika-	gErikaDAtu
6983	DAtu	Tri-	triDAtu
6983	DAtu	Mahā-	mahADAtu
6983	DAtu	Rakta-	raktaDAtu
6983	DAtu	Śilā-	SilADAtu
6983	DAtu	Saumya-	sOmyaDAtu
6985	DAtumant	Gairika-dhātu + mant	gErikaDAtumant
6986	DAtf	Jagat-	jagatDAtf
6992	DAnya	Ku-	kuDAnya
6992	DAnya	Dhana-	DanaDAnya
6998	DAman	A-gharma-	aGarmaDAman
6998	DAman	Tri-	triDAman
6998	DAman	Ruci-	ruciDAman
6998	DAman	Śveta-	SvetaDAman
6998	DAman	Hariṇa-	hariRaDAman
7001	DAraRa	Garbha-	garBaDAraRa
7001	DAraRa	Chattra-	CattraDAraRa
7001	DAraRa	Tulā-	tulADAraRa
7001	DAraRa	Daṇḍa-	daRqaDAraRa
7001	DAraRa	Deha-	dehaDAraRa
7001	DAraRa	Hasta-	hastaDAraRa
7002	DAraRaka	A-	aDAraRaka
7005	DArA	Kṣura-dhāra	kzuraDAra
7005	DArA	Kṛta-dhāra	kftaDAra
7005	DArA	Khara-dhāra	KaraDAra
7005	DArA	Tiryagdhāra	tiryagDAra
7005	DArA	Tikṣṇa-dhāra	tikzRaDAra
7007	DArin	Kanthā-	kanTADArin
7007	DArin	Jaṭā-	jawADArin
7007	DArin	Daṇḍa-	daRqaDArin
7007	DArin	Mantra-	mantraDArin
7007	DArin	Viśva-	viSvaDArin
7010	DArmika	A-	aDArmika
7016	DAvana	Danta-	dantaDAvana
7016	DAvana	Manaḥśilā-candana-	manaHSilAcandanaDAvana
7033	DI	Udāra-	udAraDI
7033	DI	Sādhu-	sADuDI
7033	DI	Su-	suDI
7033	DI	Sthita-	sTitaDI
7036	DIratA	A-	aDIratA
7040	Duni	Dyu-dhuni	dyuDuni
7043	Dura	Agrya-dhurā	agryaDurA
7046	Durya	Kula-dhurya	kulaDurya
7048	DU	Virya-	viryaDU
7052	DUpa	Vṛka-	vfkaDUpa
7054	DUpana	Sūpa-	sUpaDUpana
7056	DUma	vi-	viDUma
7066	DUrta	Akṣa-	akzaDUrta
7067	DUrtaka	Mṛga-	mfgaDUrtaka
7074	DUsara	Krama-	kramaDUsara
7078	Dfk	Daṇḍa-	daRqaDfk
7078	Dfk	Deha-	dehaDfk
7082	Dfti	A-	aDfti
7082	Dfti	Kṣmā-	kzmADfti
7082	Dfti	Śata-	SataDfti
7085	Dfz	A-dhṛṣṭa	aDfzwa
7091	Denu	Asi-	asiDenu
7091	Denu	Kāma-	kAmaDenu
7091	Denu	Kṣiti-	kzitiDenu
7093	DErya	A-	aDErya
7117	Druva	A-	aDruva
7126	Dvaja	Ud-patāka-dhvaja	utpatAkaDvaja
7126	Dvaja	Kapi-	kapiDvaja
7126	Dvaja	Kuśa-	kuSaDvaja
7126	Dvaja	Garuḍa-	garuqaDvaja
7126	Dvaja	Go-vṛṣa-	govfzaDvaja
7126	Dvaja	Jvālā-	jvAlADvaja
7126	Dvaja	Tāla-	tAlaDvaja
7126	Dvaja	Timi-	timiDvaja
7126	Dvaja	Dharma-	DarmaDvaja
7126	Dvaja	Pāra-	pAraDvaja
7126	Dvaja	Makara-	makaraDvaja
7126	Dvaja	Mahiṣa-	mahizaDvaja
7126	Dvaja	Vṛṣabha-	vfzaBaDvaja
7126	Dvaja	Sīra-	sIraDvaja
7126	Dvaja	Surā-	surADvaja
